set,name,cost,gender,range,traits,icon
3.5,Vi,3,0,1,"['Cybernetic', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set3/vi.png
3.5,Viktor,4,0,3,"['Battlecast', 'Sorcerer']",//cdn.lolchess.gg/images/tft/champions/set3/viktor.png
3.5,Xayah,1,0,3,"['Celestial', 'Blademaster']",//cdn.lolchess.gg/images/tft/champions/set3/xayah.png
3.5,Xerath,5,0,5,"['Dark Star', 'Sorcerer']",//cdn.lolchess.gg/images/tft/champions/set3/xerath.png
3.5,Xin Zhao,2,0,1,"['Celestial', 'Protector']",//cdn.lolchess.gg/images/tft/champions/set3/xinzhao.png
3.5,Yasuo,2,0,1,"['Rebel', 'Blademaster']",//cdn.lolchess.gg/images/tft/champions/set3/yasuo.png
3.5,Zed,2,0,1,"['Rebel', 'Infiltrator']",//cdn.lolchess.gg/images/tft/champions/set3/zed.png
3.5,Ziggs,1,0,3,"['Rebel', 'Demolitionist']",//cdn.lolchess.gg/images/tft/champions/set3/ziggs.png
3.5,Zoe,1,0,3,"['Star Guardian', 'Sorcerer']",//cdn.lolchess.gg/images/tft/champions/set3/zoe.png
4,Aatrox,4,0,1,"['Cultist', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4/Aatrox.png
4,Ahri,4,0,4,"['Spirit', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4/Ahri.png
4,Akali,3,0,1,"['Ninja', 'Assassin']",//cdn.lolchess.gg/images/tft/champions/set4/Akali.png
4,Annie,2,0,2,"['Fortune', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4/Annie.png
4,Aphelios,2,0,4,"['Moonlight', 'Hunter']",//cdn.lolchess.gg/images/tft/champions/set4/Aphelios.png
4,Ashe,4,0,4,"['Elderwood', 'Hunter']",//cdn.lolchess.gg/images/tft/champions/set4/Ashe.png
4,Azir,5,0,4,"['Warlord', 'Keeper', 'Emperor']",//cdn.lolchess.gg/images/tft/champions/set4/Azir.png
4,Cassiopeia,4,0,2,"['Dusk', 'Mystic']",//cdn.lolchess.gg/images/tft/champions/set4/Cassiopeia.png
4,Diana,1,0,1,"['Moonlight', 'Assassin']",//cdn.lolchess.gg/images/tft/champions/set4/Diana.png
4,Elise,1,0,2,"['Cultist', 'Keeper']",//cdn.lolchess.gg/images/tft/champions/set4/Elise.png
4,Evelynn,3,0,1,"['Cultist', 'Shade']",//cdn.lolchess.gg/images/tft/champions/set4/Evelynn.png
4,Ezreal,5,0,4,"['Elderwood', 'Dazzler']",//cdn.lolchess.gg/images/tft/champions/set4/Ezreal.png
4,Fiora,1,0,1,"['Enlightened', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4/Fiora.png
4,Garen,1,0,1,"['Warlord', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4/Garen.png
4,Hecarim,2,0,1,"['Elderwood', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4/Hecarim.png
4,Irelia,3,0,1,"['Divine', 'Enlightened', 'Adept']",//cdn.lolchess.gg/images/tft/champions/set4/Irelia.png
4,Janna,2,0,4,"['Enlightened', 'Mystic']",//cdn.lolchess.gg/images/tft/champions/set4/Janna.png
4,Jarvan I V,2,0,1,"['Warlord', 'Keeper']",//cdn.lolchess.gg/images/tft/champions/set4/Jarvaniv.png
4,Jax,2,0,1,"['Divine', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4/Jax.png
4,Jhin,4,0,4,"['Cultist', 'Sharpshooter']",//cdn.lolchess.gg/images/tft/champions/set4/Jhin.png
4,Jinx,3,0,4,"['Fortune', 'Sharpshooter']",//cdn.lolchess.gg/images/tft/champions/set4/Jinx.png
4,Kalista,3,0,3,"['Cultist', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4/Kalista.png
4,Katarina,3,0,1,"['Warlord', 'Fortune', 'Assassin']",//cdn.lolchess.gg/images/tft/champions/set4/Katarina.png
4,Kayn,5,0,1,"['Tormented', 'Shade']",//cdn.lolchess.gg/images/tft/champions/set4/Kayn.png
4,Kennen,3,0,2,"['Ninja', 'Keeper']",//cdn.lolchess.gg/images/tft/champions/set4/Kennen.png
4,Kindred,3,0,3,"['Spirit', 'Hunter']",//cdn.lolchess.gg/images/tft/champions/set4/Kindred.png
4,Lee Sin,5,0,1,"['Divine', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4/Leesin.png
4,Lillia,5,0,2,"['Dusk', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4/Lillia.png
4,Lissandra,1,0,3,"['Moonlight', 'Dazzler']",//cdn.lolchess.gg/images/tft/champions/set4/Lissandra.png
4,Lulu,2,0,3,"['Elderwood', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4/Lulu.png
4,Lux,3,0,4,"['Divine', 'Dazzler']",//cdn.lolchess.gg/images/tft/champions/set4/Lux.png
4,Maokai,1,0,1,"['Elderwood', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4/Maokai.png
4,Monkey King,1,0,1,"['Divine', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4/Monkeyking.png
4,Morgana,4,0,2,"['Enlightened', 'Dazzler']",//cdn.lolchess.gg/images/tft/champions/set4/Morgana.png
4,Nami,1,0,3,"['Enlightened', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4/Nami.png
4,Nidalee,1,0,4,"['Warlord', 'Sharpshooter']",//cdn.lolchess.gg/images/tft/champions/set4/Nidalee.png
4,Nunu,3,0,1,"['Elderwood', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4/Nunu.png
4,Pyke,2,0,1,"['Cultist', 'Assassin']",//cdn.lolchess.gg/images/tft/champions/set4/Pyke.png
4,Riven,4,0,1,"['Dusk', 'Keeper']",//cdn.lolchess.gg/images/tft/champions/set4/Riven.png
4,Sejuani,4,0,1,"['Fortune', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4/Sejuani.png
4,Sett,5,0,1,"['The Boss', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4/Sett.png
4,Shen,4,0,1,"['Ninja', 'Adept', 'Mystic']",//cdn.lolchess.gg/images/tft/champions/set4/Shen.png
4,Sylas,2,0,1,"['Moonlight', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4/Sylas.png
4,Tahm Kench,1,0,1,"['Fortune', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4/Tahmkench.png
4,Talon,4,0,1,"['Enlightened', 'Assassin']",//cdn.lolchess.gg/images/tft/champions/set4/Talon.png
4,Teemo,2,0,3,"['Spirit', 'Sharpshooter']",//cdn.lolchess.gg/images/tft/champions/set4/Teemo.png
4,Thresh,2,0,2,"['Dusk', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4/Thresh.png
4,Twisted Fate,1,0,3,"['Cultist', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4/Twistedfate.png
4,Vayne,1,0,4,"['Dusk', 'Sharpshooter']",//cdn.lolchess.gg/images/tft/champions/set4/Vayne.png
4,Veigar,3,0,3,"['Elderwood', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4/Veigar.png
4,Vi,2,0,1,"['Warlord', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4/Vi.png
4,Warwick,4,0,1,"['Divine', 'Brawler', 'Hunter']",//cdn.lolchess.gg/images/tft/champions/set4/Warwick.png
4,Xin Zhao,3,0,1,"['Warlord', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4/Xinzhao.png
4,Yasuo,1,0,1,"['Exile', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4/Yasuo.png
4,Yone,5,0,1,"['Exile', 'Adept']",//cdn.lolchess.gg/images/tft/champions/set4/Yone.png
4,Yuumi,3,0,3,"['Spirit', 'Mystic']",//cdn.lolchess.gg/images/tft/champions/set4/Yuumi.png
4,Zed,2,0,1,"['Ninja', 'Shade']",//cdn.lolchess.gg/images/tft/champions/set4/Zed.png
4,Zilean,5,0,3,"['Cultist', 'Mystic']",//cdn.lolchess.gg/images/tft/champions/set4/Zilean.png
4.5,Diana,1,0,1,"['Spirit', 'Assassin']",//cdn.lolchess.gg/images/tft/champions/set4.5/Diana.png
4.5,Kindred,3,0,3,"['Spirit', 'Executioner']",//cdn.lolchess.gg/images/tft/champions/set4.5/Kindred.png
4.5,Morgana,4,0,2,"['Enlightened', 'Syphoner']",//cdn.lolchess.gg/images/tft/champions/set4.5/Morgana.png
4.5,Zed,2,0,1,"['Ninja', 'Slayer']",//cdn.lolchess.gg/images/tft/champions/set4.5/Zed.png
4.5,Aatrox,4,0,1,"['Cultist', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4.5/Aatrox.png
4.5,Akali,3,0,1,"['Ninja', 'Assassin']",//cdn.lolchess.gg/images/tft/champions/set4.5/Akali.png
4.5,Annie,2,0,2,"['Fortune', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4.5/Annie.png
4.5,Aurelion Sol,4,0,4,"['Dragonsoul', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4.5/Aurelionsol.png
4.5,Azir,5,0,4,"['Warlord', 'Keeper', 'Emperor']",//cdn.lolchess.gg/images/tft/champions/set4.5/Azir.png
4.5,Brand,1,0,4,"['Dragonsoul', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4.5/Brand.png
4.5,Braum,2,0,1,"['Dragonsoul', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4.5/Braum.png
4.5,Chogath,4,0,1,"['Fabled', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4.5/Chogath.png
4.5,Darius,3,0,1,"['Fortune', 'Slayer']",//cdn.lolchess.gg/images/tft/champions/set4.5/Darius.png
4.5,Elise,1,0,2,"['Cultist', 'Keeper']",//cdn.lolchess.gg/images/tft/champions/set4.5/Elise.png
4.5,Fiora,1,0,1,"['Enlightened', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4.5/Fiora.png
4.5,Garen,1,0,1,"['Warlord', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4.5/Garen.png
4.5,Irelia,3,0,1,"['Divine', 'Enlightened', 'Adept']",//cdn.lolchess.gg/images/tft/champions/set4.5/Irelia.png
4.5,Janna,2,0,4,"['Enlightened', 'Mystic']",//cdn.lolchess.gg/images/tft/champions/set4.5/Janna.png
4.5,Jarvan I V,2,0,1,"['Warlord', 'Keeper']",//cdn.lolchess.gg/images/tft/champions/set4.5/Jarvaniv.png
4.5,Jax,2,0,1,"['Divine', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4.5/Jax.png
4.5,Kalista,3,0,3,"['Cultist', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4.5/Kalista.png
4.5,Katarina,3,0,1,"['Fortune', 'Warlord', 'Assassin']",//cdn.lolchess.gg/images/tft/champions/set4.5/Katarina.png
4.5,Kayle,4,0,3,"['Divine', 'Executioner']",//cdn.lolchess.gg/images/tft/champions/set4.5/Kayle.png
4.5,Kennen,3,0,2,"['Ninja', 'Keeper']",//cdn.lolchess.gg/images/tft/champions/set4.5/Kennen.png
4.5,Lee Sin,5,0,1,"['Divine', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4.5/Leesin.png
4.5,Lulu,2,0,3,"['Elderwood', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4.5/Lulu.png
4.5,Maokai,1,0,1,"['Elderwood', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4.5/Maokai.png
4.5,Monkey King,1,0,1,"['Divine', 'Vanguard']",https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/MonkeyKing.png
4.5,Nasus,1,0,1,"['Divine', 'Syphoner']",//cdn.lolchess.gg/images/tft/champions/set4.5/Nasus.png
4.5,Nautilus,2,0,1,"['Fabled', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4.5/Nautilus.png
4.5,Neeko,3,0,3,"['Fabled', 'Mystic']",//cdn.lolchess.gg/images/tft/champions/set4.5/Neeko.png
4.5,Nidalee,1,0,4,"['Warlord', 'Sharpshooter']",//cdn.lolchess.gg/images/tft/champions/set4.5/Nidalee.png
4.5,Nunu,3,0,1,"['Elderwood', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4.5/Nunu.png
4.5,Olaf,4,0,1,"['Dragonsoul', 'Slayer']",//cdn.lolchess.gg/images/tft/champions/set4.5/Olaf.png
4.5,Ornn,5,0,1,"['Elderwood', 'Vanguard', 'Blacksmith']",//cdn.lolchess.gg/images/tft/champions/set4.5/Ornn.png
4.5,Pyke,2,0,1,"['Cultist', 'Assassin', 'Slayer']",//cdn.lolchess.gg/images/tft/champions/set4.5/Pyke.png
4.5,Rakan,2,0,2,"['Elderwood', 'Keeper']",//cdn.lolchess.gg/images/tft/champions/set4.5/Rakan.png
4.5,Samira,5,0,2,"['Daredevil', 'Sharpshooter', 'Slayer']",//cdn.lolchess.gg/images/tft/champions/set4.5/Samira.png
4.5,Sejuani,4,0,1,"['Fortune', 'Vanguard']",//cdn.lolchess.gg/images/tft/champions/set4.5/Sejuani.png
4.5,Sett,5,0,1,"['The Boss', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4.5/Sett.png
4.5,Shen,4,0,1,"['Ninja', 'Adept', 'Mystic']",//cdn.lolchess.gg/images/tft/champions/set4.5/Shen.png
4.5,Shyvana,3,0,1,"['Dragonsoul', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4.5/Shyvana.png
4.5,Sivir,3,0,3,"['Cultist', 'Sharpshooter']",//cdn.lolchess.gg/images/tft/champions/set4.5/Sivir.png
4.5,Swain,5,0,2,"['Dragonsoul', 'Syphoner']",//cdn.lolchess.gg/images/tft/champions/set4.5/Swain.png
4.5,Tahm Kench,1,0,1,"['Fortune', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4.5/Tahmkench.png
4.5,Talon,4,0,1,"['Enlightened', 'Assassin']",//cdn.lolchess.gg/images/tft/champions/set4.5/Talon.png
4.5,Teemo,2,0,3,"['Spirit', 'Sharpshooter']",//cdn.lolchess.gg/images/tft/champions/set4.5/Teemo.png
4.5,Tristana,1,0,4,"['Dragonsoul', 'Sharpshooter']",//cdn.lolchess.gg/images/tft/champions/set4.5/Tristana.png
4.5,Tryndamere,4,0,1,"['Warlord', 'Duelist', 'Slayer']",//cdn.lolchess.gg/images/tft/champions/set4.5/Tryndamere.png
4.5,Twisted Fate,1,0,3,"['Cultist', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4.5/Twistedfate.png
4.5,Veigar,3,0,3,"['Elderwood', 'Mage']",//cdn.lolchess.gg/images/tft/champions/set4.5/Veigar.png
4.5,Vi,2,0,1,"['Warlord', 'Brawler']",//cdn.lolchess.gg/images/tft/champions/set4.5/Vi.png
4.5,Vladimir,2,0,2,"['Cultist', 'Syphoner']",//cdn.lolchess.gg/images/tft/champions/set4.5/Vladimir.png
4.5,Xayah,4,0,3,"['Elderwood', 'Keeper', 'Executioner']",//cdn.lolchess.gg/images/tft/champions/set4.5/Xayah.png
4.5,Yasuo,1,0,1,"['Exile', 'Duelist']",//cdn.lolchess.gg/images/tft/champions/set4.5/Yasuo.png
4.5,Yone,5,0,1,"['Exile', 'Adept']",//cdn.lolchess.gg/images/tft/champions/set4.5/Yone.png
4.5,Yuumi,3,0,3,"['Spirit', 'Mystic']",//cdn.lolchess.gg/images/tft/champions/set4.5/Yuumi.png
4.5,Zilean,5,0,3,"['Cultist', 'Mystic']",//cdn.lolchess.gg/images/tft/champions/set4.5/Zilean.png
5,Aatrox,1,0,1,"['Redeemed', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Aatrox_1657238385.png
5,Aphelios,4,0,4,"['Nightbringer', 'Ranger']",//cdn.lolchess.gg/upload/images/champions/Aphelios_1657238453.png
5,Ashe,3,0,5,"['Draconic', 'Verdant', 'Ranger']",//cdn.lolchess.gg/upload/images/champions/Ashe_1657238461.png
5,Brand,2,0,3,"['Abomination', 'Spellweaver']",//cdn.lolchess.gg/upload/images/champions/Brand_1657238470.png
5,Darius,5,0,1,"['Nightbringer', 'Knight', 'God King']",//cdn.lolchess.gg/upload/images/champions/Darius_1657238480.png
5,Diana,4,0,1,"['Dragonslayer', 'Nightbringer', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Diana_1657238490.png
5,Draven,4,0,3,"['Forgotten', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Draven_1657238496.png
5,Garen,5,0,1,"['Dawnbringer', 'Knight', 'God King']",//cdn.lolchess.gg/upload/images/champions/Garen_1657238503.png
5,Gragas,1,0,1,"['Dawnbringer', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Gragas_1657238527.png
5,Hecarim,2,0,1,"['Forgotten', 'Cavalier']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Hecarim.png
5,Heimerdinger,5,0,4,"['Draconic', 'Caretaker', 'Renewer']",//cdn.lolchess.gg/upload/images/champions/Heimerdinger_1657238535.png
5,Ivern,4,0,2,"['Revenant', 'Invoker', 'Renewer']",//cdn.lolchess.gg/upload/images/champions/Ivern_1657238550.png
5,Jax,4,0,1,"['Ironclad', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Jax_1657238592.png
5,Kalista,1,0,4,"['Abomination', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Kalista_1657238584.png
5,Karma,4,0,4,"['Dawnbringer', 'Invoker']",//cdn.lolchess.gg/upload/images/champions/Karma_1657239076.png
5,Katarina,3,0,1,"['Forgotten', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Katarina_1657239089.png
5,Kayle,5,0,4,"['Redeemed', 'Verdant', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Kayle_1657239104.png
5,Kennen,2,0,2,"['Hellion', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Kennen_1657239097.png
5,Khazix,1,0,1,"['Dawnbringer', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Khazix_1657239083.png
5,Kindred,5,0,3,"['Eternal', 'Mystic', 'Ranger']",//cdn.lolchess.gg/upload/images/champions/Kindred_1657238757.png
5,Kled,1,0,1,"['Hellion', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Kled_1657239111.png
5,Leblanc,2,0,3,"['Coven', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Leblanc_1657238901.png
5,Lee Sin,3,0,1,"['Nightbringer', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/LeeSin_1657238910.png
5,Leona,1,0,1,"['Redeemed', 'Knight']",//cdn.lolchess.gg/upload/images/champions/Leona_1657238865.png
5,Lissandra,1,0,3,"['Coven', 'Renewer']",//cdn.lolchess.gg/upload/images/champions/Lissandra_1657238927.png
5,Lulu,3,0,3,"['Hellion', 'Mystic']",//cdn.lolchess.gg/upload/images/champions/Lulu_1657238891.png
5,Lux,3,0,4,"['Redeemed', 'Mystic']",//cdn.lolchess.gg/upload/images/champions/Lux_1657238857.png
5,Mordekaiser,4,0,1,"['Dragonslayer', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Mordekaiser_1657238939.png
5,Morgana,3,0,2,"['Coven', 'Nightbringer', 'Mystic']",//cdn.lolchess.gg/upload/images/champions/Morgana_1657238948.png
5,Nautilus,2,0,1,"['Ironclad', 'Knight']",//cdn.lolchess.gg/upload/images/champions/Nautilus_1657238786.png
5,Nidalee,3,0,3,"['Dawnbringer', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Nidalee_1657238841.png
5,Nocturne,3,0,1,"['Revenant', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Nocturne_1657238795.png
5,Nunu,3,0,1,"['Abomination', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Nunu_1657238808.png
5,Pantheon,3,0,1,"['Dragonslayer', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Pantheon_1657239144.png
5,Poppy,1,0,1,"['Hellion', 'Knight']",//cdn.lolchess.gg/upload/images/champions/Poppy_1657239003.png
5,Rell,4,0,1,"['Ironclad', 'Redeemed', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Rell_1657238872.png
5,Riven,3,0,1,"['Dawnbringer', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Riven_1657238920.png
5,Ryze,4,0,3,"['Abomination', 'Forgotten', 'Mystic']",//cdn.lolchess.gg/upload/images/champions/Ryze_1657238849.png
5,Sejuani,2,0,1,"['Nightbringer', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Sejuani_1657239012.png
5,Sett,2,0,1,"['Draconic', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Sett_1657239018.png
5,Soraka,2,0,3,"['Dawnbringer', 'Renewer']",//cdn.lolchess.gg/upload/images/champions/Soraka_1657239025.png
5,Syndra,2,0,4,"['Redeemed', 'Invoker']",//cdn.lolchess.gg/upload/images/champions/Syndra_1657239032.png
5,Taric,4,0,1,"['Verdant', 'Knight']",//cdn.lolchess.gg/upload/images/champions/Taric_1657239119.png
5,Teemo,5,0,4,"['Hellion', 'Cruel', 'Invoker']",//cdn.lolchess.gg/upload/images/champions/Teemo_1657239135.png
5,Thresh,2,0,2,"['Forgotten', 'Knight']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Thresh.png
5,Trundle,2,0,1,"['Dragonslayer', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Trundle_1657239126.png
5,Udyr,1,0,1,"['Draconic', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Udyr_1657239046.png
5,Varus,2,0,4,"['Redeemed', 'Ranger']",//cdn.lolchess.gg/upload/images/champions/Varus_1657238955.png
5,Vayne,1,0,4,"['Forgotten', 'Ranger']",//cdn.lolchess.gg/upload/images/champions/Vayne_1657238963.png
5,Velkoz,4,0,4,"['Redeemed', 'Spellweaver']",//cdn.lolchess.gg/upload/images/champions/Velkoz_1657238970.png
5,Viego,5,0,1,"['Forgotten', 'Assassin', 'Skirmisher']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Viego.png
5,Viktor,2,0,4,"['Forgotten', 'Spellweaver']",//cdn.lolchess.gg/upload/images/champions/Viktor_1657238994.png
5,Vladimir,1,0,2,"['Nightbringer', 'Renewer']",//cdn.lolchess.gg/upload/images/champions/Vladimir_1657238986.png
5,Volibear,5,0,1,"['Revenant', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Volibear_1657238977.png
5,Warwick,1,0,1,"['Forgotten', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Warwick_1657239054.png
5,Yasuo,3,0,1,"['Nightbringer', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Yasuo_1657239039.png
5,Ziggs,1,0,4,"['Hellion', 'Spellweaver']",//cdn.lolchess.gg/upload/images/champions/Ziggs_1657239069.png
5,Zyra,3,0,4,"['Draconic', 'Spellweaver']",//cdn.lolchess.gg/upload/images/champions/Zyra_1657239061.png
5.5,Aatrox,1,0,1,"['Redeemed', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Aatrox_1657240838.png
5.5,Akshan,5,0,3,"['Sentinel', 'Ranger']",//cdn.lolchess.gg/upload/images/champions/Akshan_1657240386.png
5.5,Aphelios,4,0,4,"['Nightbringer', 'Ranger']",//cdn.lolchess.gg/upload/images/champions/Aphelios_1657240843.png
5.5,Ashe,3,0,5,"['Draconic', 'Ranger']",//cdn.lolchess.gg/upload/images/champions/Ashe_1657240849.png
5.5,Brand,2,0,3,"['Abomination', 'Spellweaver']",//cdn.lolchess.gg/upload/images/champions/Brand_1657240784.png
5.5,Diana,4,0,1,"['Nightbringer', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Diana_1657240450.png
5.5,Draven,4,0,3,"['Forgotten', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Draven_1657240487.png
5.5,Fiddlesticks,4,0,2,"['Abomination', 'Revenant', 'Mystic']",//ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Fiddlesticks.png
5.5,Galio,4,0,1,"['Draconic', 'Sentinel', 'Knight']",//cdn.lolchess.gg/upload/images/champions/Galio_1657240337.png
5.5,Garen,5,0,1,"['Dawnbringer', 'Victorious', 'Knight']",//cdn.lolchess.gg/upload/images/champions/Garen_1657240308.png
5.5,Gragas,1,0,1,"['Dawnbringer', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Gragas_1657240350.png
5.5,Gwen,5,0,2,"['Inanimate', 'Mystic']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Gwen.png
5.5,Hecarim,2,0,1,"['Forgotten', 'Cavalier']",https://ddragon.leagueoflegends.com/cdn/15.6.1/img/champion/Hecarim.png
5.5,Heimerdinger,5,0,4,"['Draconic', 'Caretaker', 'Renewer']",//cdn.lolchess.gg/upload/images/champions/Heimerdinger_1657241012.png
5.5,Irelia,2,0,1,"['Sentinel', 'Legionnaire', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Irelia_1657241022.png
5.5,Ivern,4,0,2,"['Revenant', 'Invoker', 'Renewer']",//cdn.lolchess.gg/upload/images/champions/Ivern_1657240833.png
5.5,Jax,4,0,1,"['Ironclad', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Jax_1657240907.png
5.5,Kalista,1,0,4,"['Abomination', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Kalista_1657240929.png
5.5,Karma,4,0,4,"['Dawnbringer', 'Invoker']",//cdn.lolchess.gg/upload/images/champions/Karma_1657240918.png
5.5,Kayle,5,0,4,"['Redeemed', 'Legionnaire']",//cdn.lolchess.gg/upload/images/champions/Kayle_1657240946.png
5.5,Kennen,2,0,2,"['Hellion', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Kennen_1657240941.png
5.5,Khazix,1,0,1,"['Dawnbringer', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Khazix_1657240923.png
5.5,Kled,1,0,1,"['Hellion', 'Cavalier']",//cdn.lolchess.gg/upload/images/champions/Kled_1657240954.png
5.5,Lee Sin,3,0,1,"['Nightbringer', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/LeeSin_1657240674.png
5.5,Leona,1,0,1,"['Redeemed', 'Knight']",//cdn.lolchess.gg/upload/images/champions/Leona_1657240643.png
5.5,Lucian,4,0,4,"['Sentinel', 'Cannoneer']",//ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Lucian.png
5.5,Lulu,3,0,3,"['Hellion', 'Mystic']",//cdn.lolchess.gg/upload/images/champions/Lulu_1657240662.png
5.5,Lux,3,0,4,"['Redeemed', 'Mystic']",//cdn.lolchess.gg/upload/images/champions/Lux_1657240633.png
5.5,Miss Fortune,3,0,4,"['Forgotten', 'Cannoneer']",//cdn.lolchess.gg/upload/images/champions/MissFortune_1657240754.png
5.5,Nautilus,2,0,1,"['Ironclad', 'Knight']",//cdn.lolchess.gg/upload/images/champions/Nautilus_1657240364.png
5.5,Nidalee,3,0,3,"['Dawnbringer', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Nidalee_1657240442.png
5.5,Nocturne,3,0,1,"['Revenant', 'Assassin']",//cdn.lolchess.gg/upload/images/champions/Nocturne_1657240427.png
5.5,Nunu,3,0,1,"['Abomination', 'Brawler']",//cdn.lolchess.gg/upload/images/champions/Nunu_1657240434.png
5.5,Olaf,1,0,1,"['Sentinel', 'Skirmisher']",//cdn.lolchess.gg/upload/images/champions/Olaf_1657240872.png
5.5,Poppy,1,0,1,"['Hellion', 'Knight']",//cdn.lolchess.gg/upload/images/champions/Poppy_1657240798.png
